"date","country","arrest","censor","electionactivity","electionirregularities","cooperate","coup","defamationcase","disaster","legalaction","legalchange","martiallaw","mobilizesecurity","corruption","activism","protest","purge","raid","threaten","violencelethal","violencenonlethal","arms_transfer_security_aid_assistance","bribery_economic_corruption","diaspora_activation","diplomatic_mediation","diplomatic_recognition","diplomatic_sanction","diplomatic_statement","diplomatic_visit","economic_aid_assistance","intelligence_counterintelligence","investment","joint_security_force_exercise","media_campaign_intervention","political_process_policy_intervention","professional_cultural_exchange","security_cooperation","security_force_facility_presence","surveillance","tech_transfer_investment","trade_agreement_exchange","trade_financial_sanction","transnational_organization_crime","arrestNorm","censorNorm","electionactivityNorm","electionirregularitiesNorm","cooperateNorm","coupNorm","defamationcaseNorm","disasterNorm","legalactionNorm","legalchangeNorm","martiallawNorm","mobilizesecurityNorm","corruptionNorm","activismNorm","protestNorm","purgeNorm","raidNorm","threatenNorm","violencelethalNorm","violencenonlethalNorm","arms_transfer_security_aid_assistanceNorm","bribery_economic_corruptionNorm","diaspora_activationNorm","diplomatic_mediationNorm","diplomatic_recognitionNorm","diplomatic_sanctionNorm","diplomatic_statementNorm","diplomatic_visitNorm","economic_aid_assistanceNorm","intelligence_counterintelligenceNorm","investmentNorm","joint_security_force_exerciseNorm","media_campaign_interventionNorm","political_process_policy_interventionNorm","professional_cultural_exchangeNorm","security_cooperationNorm","security_force_facility_presenceNorm","surveillanceNorm","tech_transfer_investmentNorm","trade_agreement_exchangeNorm","trade_financial_sanctionNorm","transnational_organization_crimeNorm","ncr_arrest","ncr_cooperate","ncr_corruption","ncr_defamationcase","ncr_legalaction","ncr_legalchange","ncr_purge","ncr_raid","ncr_threaten","ncr_violencelethal","ncr_violencenonlethal","ncr_arrestNorm","ncr_cooperateNorm","ncr_corruptionNorm","ncr_defamationcaseNorm","ncr_legalactionNorm","ncr_legalchangeNorm","ncr_purgeNorm","ncr_raidNorm","ncr_threatenNorm","ncr_violencelethalNorm","ncr_violencenonlethalNorm","article_total","cs_999","rai_999","f1","rus_influence","chn_influence","total_articles","azatutyun.am","X168.am","golosarmenii.am"
"2016-07-01","Armenia",55,6,21,1,58,4,0,89,46,13,0,25,25,9,46,8,6,12,48,171,0,1,3,4,0,3,14,4,0,0,5,1,1,3,14,13,7,1,6,0,3,0,0.00840593000152835,0.000917010545621275,0.00320953690967446,0.000152835090936879,0.00886443527433899,0.000611340363747516,0,0.0136023230933822,0.00703041418309644,0.00198685618217943,0,0.00382087727342198,0.00382087727342198,0.00137551581843191,0.00703041418309644,0.00122268072749503,0.000917010545621275,0.00183402109124255,0.0073360843649702,0.0261348005502063,0,0.000152835090936879,0.000458505272810637,0.000611340363747516,0,0.000458505272810637,0.00213969127311631,0.000611340363747516,0,0,0.000764175454684396,0.000152835090936879,0.000152835090936879,0.000458505272810637,0.00213969127311631,0.00198685618217943,0.00106984563655815,0.000152835090936879,0.000917010545621275,0,0.000458505272810637,0,65,25,14,0,61,10,6,9,10,35,97,0.00993428091089714,0.00382087727342198,0.00213969127311631,0,0.00932294054714963,0.00152835090936879,0.000917010545621275,0.00137551581843191,0.00152835090936879,0.00534922818279077,0.0148250038208773,6543,5590,6460,17.3721376916242,0.0140608283661929,0.00259819654592694,6543,1,1,1
"2016-08-01","Armenia",19,4,48,2,38,1,0,73,56,11,1,16,13,12,8,15,0,3,28,42,3,0,5,0,1,7,15,4,1,4,13,2,0,1,14,15,4,0,0,4,9,1,0.00323294197719925,0.000680619363620895,0.00816743236345074,0.000340309681810448,0.0064658839543985,0.000170154840905224,0,0.0124213033860813,0.00952867109069253,0.00187170324995746,0.000170154840905224,0.00272247745448358,0.00221201293176791,0.00204185809086269,0.00136123872724179,0.00255232261357836,0,0.000510464522715671,0.00476433554534627,0.0071465033180194,0.000510464522715671,0,0.000850774204526119,0,0.000170154840905224,0.00119108388633657,0.00255232261357836,0.000680619363620895,0.000170154840905224,0.000680619363620895,0.00221201293176791,0.000340309681810448,0,0.000170154840905224,0.00238216777267313,0.00255232261357836,0.000680619363620895,0,0,0.000680619363620895,0.00153139356814701,0.000170154840905224,42,33,6,0,83,18,2,0,7,22,39,0.0071465033180194,0.00561510974987238,0.00102092904543134,0,0.0141228517951336,0.00306278713629403,0.000340309681810448,0,0.00119108388633657,0.00374340649991492,0.00663603879530373,5877,5240,5774,12.1633462730231,0.0207588905904373,0.00187170324995746,5877,1,1,1
"2016-09-01","Armenia",15,1,68,7,55,3,0,65,47,21,4,10,22,5,12,25,0,2,27,26,9,4,2,0,3,10,14,1,1,0,11,1,0,3,12,10,1,2,2,0,7,0,0.00239425379090184,0.000159616919393456,0.010853950518755,0.00111731843575419,0.00877893056664006,0.000478850758180367,0,0.0103750997605746,0.00750199521149242,0.00335195530726257,0.000638467677573823,0.00159616919393456,0.00351157222665603,0.000798084596967279,0.00191540303272147,0.00399042298483639,0,0.000319233838786911,0.0043096568236233,0.00415003990422985,0.0014365522745411,0.000638467677573823,0.000319233838786911,0,0.000478850758180367,0.00159616919393456,0.00223463687150838,0.000159616919393456,0.000159616919393456,0,0.00175578611332801,0.000159616919393456,0,0.000478850758180367,0.00191540303272147,0.00159616919393456,0.000159616919393456,0.000319233838786911,0.000319233838786911,0,0.00111731843575419,0,46,46,7,0,63,24,6,0,8,23,50,0.00734237829209896,0.00734237829209896,0.00111731843575419,0,0.0100558659217877,0.00383080606544294,0.000957701516360734,0,0.00127693535514765,0.00367118914604948,0.00798084596967279,6265,5592,6172,11.5559718566417,0.0177174780526736,0.0028731045490822,6265,1,1,1
"2016-10-01","Armenia",13,3,69,7,58,1,0,63,41,21,2,9,26,6,6,19,0,2,23,47,4,0,3,0,4,1,12,5,4,1,6,4,1,1,15,13,2,1,2,4,3,1,0.00202934748673119,0.000468310958476428,0.0107711520449579,0.00109272556977833,0.00905401186387761,0.000156103652825476,0,0.00983453012800499,0.00640024976584452,0.003278176709335,0.000312207305650952,0.00140493287542929,0.00405869497346238,0.000936621916952857,0.000936621916952857,0.00296596940368405,0,0.000312207305650952,0.00359038401498595,0.00733687168279738,0.000624414611301904,0,0.000468310958476428,0,0.000624414611301904,0.000156103652825476,0.00187324383390571,0.000780518264127381,0.000624414611301904,0.000156103652825476,0.000936621916952857,0.000624414611301904,0.000156103652825476,0.000156103652825476,0.00234155479238214,0.00202934748673119,0.000312207305650952,0.000156103652825476,0.000312207305650952,0.000624414611301904,0.000468310958476428,0.000156103652825476,32,41,12,0,45,27,6,1,7,19,45,0.00499531689041524,0.00640024976584452,0.00187324383390571,0,0.00702466437714643,0.00421479862628786,0.000936621916952857,0.000156103652825476,0.00109272556977833,0.00296596940368405,0.00702466437714643,6406,5773,6319,11.3210402045641,0.0237277552294724,0.00171714018108024,6406,1,1,1
"2016-11-01","Armenia",10,0,47,1,61,1,0,57,43,19,0,12,28,4,4,14,0,4,15,40,1,0,6,2,9,4,8,5,0,1,5,1,0,1,19,16,6,0,3,0,7,3,0.00163773337700622,0,0.00769734687192925,0.000163773337700622,0.00999017359973796,0.000163773337700622,0,0.00933508024893547,0.00704225352112676,0.00311169341631182,0,0.00196528005240747,0.00458565345561743,0.000655093350802489,0.000655093350802489,0.00229282672780871,0,0.000655093350802489,0.00245660006550934,0.00655093350802489,0.000163773337700622,0,0.000982640026203734,0.000327546675401245,0.0014739600393056,0.000655093350802489,0.00131018670160498,0.000818866688503112,0,0.000163773337700622,0.000818866688503112,0.000163773337700622,0,0.000163773337700622,0.00311169341631182,0.00262037340320996,0.000982640026203734,0,0.000491320013101867,0,0.00114641336390436,0.000491320013101867,33,64,16,0,93,36,4,0,7,27,34,0.00540452014412054,0.0104814936128398,0.00262037340320996,0,0.0152309204061579,0.0058958401572224,0.000655093350802489,0,0.00114641336390436,0.0044218801179168,0.00556829348182116,6106,5452,6009,11.0912124003726,0.0242384539796921,0.00262037340320996,6106,1,1,1
"2016-12-01","Armenia",15,3,57,2,56,2,0,58,45,29,3,10,34,0,7,5,0,1,23,48,0,1,5,1,4,4,10,5,5,0,10,1,0,2,10,12,2,1,2,1,2,1,0.00256278831368529,0.000512557662737058,0.0097385955920041,0.000341705108491372,0.00956774303775841,0.000341705108491372,0,0.00990944814624979,0.00768836494105587,0.00495472407312489,0.000512557662737058,0.00170852554245686,0.00580898684435332,0,0.0011959678797198,0.00085426277122843,0,0.000170852554245686,0.00392960874765078,0.00820092260379293,0,0.000170852554245686,0.00085426277122843,0.000170852554245686,0.000683410216982744,0.000683410216982744,0.00170852554245686,0.00085426277122843,0.00085426277122843,0,0.00170852554245686,0.000170852554245686,0,0.000341705108491372,0.00170852554245686,0.00205023065094823,0.000341705108491372,0.000170852554245686,0.000341705108491372,0.000170852554245686,0.000341705108491372,0.000170852554245686,21,53,11,0,64,47,3,1,6,16,47,0.00358790363915941,0.00905518537502136,0.00187937809670255,0,0.0109345634717239,0.00803007004954724,0.000512557662737058,0.000170852554245686,0.00102511532547412,0.00273364086793098,0.00803007004954724,5853,5211,5774,11.6436553238952,0.0158892875448488,0.00273364086793098,5853,1,1,1
"2017-01-01","Armenia",5,1,55,7,34,2,0,61,31,10,2,6,27,3,7,7,0,2,18,33,7,0,0,0,1,3,6,0,5,1,8,1,1,1,11,7,3,0,2,0,2,0,0.00102165917449939,0.000204331834899877,0.0112382509194933,0.00143032284429914,0.00694728238659583,0.000408663669799755,0,0.0124642419288925,0.0063342868818962,0.00204331834899877,0.000408663669799755,0.00122599100939926,0.00551695954229669,0.000612995504699632,0.00143032284429914,0.00143032284429914,0,0.000408663669799755,0.00367797302819779,0.00674295055169595,0.00143032284429914,0,0,0,0.000204331834899877,0.000612995504699632,0.00122599100939926,0,0.00102165917449939,0.000204331834899877,0.00163465467919902,0.000204331834899877,0.000204331834899877,0.000204331834899877,0.00224765018389865,0.00143032284429914,0.000612995504699632,0,0.000408663669799755,0,0.000408663669799755,0,29,44,6,0,46,17,4,0,5,21,32,0.00592562321209644,0.00899060073559461,0.00122599100939926,0,0.00939926440539436,0.00347364119329792,0.00081732733959951,0,0.00102165917449939,0.00429096853289743,0.00653861871679608,4894,4393,4835,10.8160860188794,0.0147118921127912,0.00306497752349816,4894,1,1,1
"2017-02-01","Armenia",13,2,151,8,68,2,0,66,28,22,0,8,27,4,8,9,1,9,28,54,4,0,5,0,6,5,9,4,3,0,5,2,1,0,11,10,1,0,2,1,4,0,0.0021349975365413,0.000328461159467893,0.0247988175398259,0.00131384463787157,0.0111676794219084,0.000328461159467893,0,0.0108392182624405,0.0045984562325505,0.00361307275414682,0,0.00131384463787157,0.00443422565281655,0.000656922318935786,0.00131384463787157,0.00147807521760552,0.000164230579733946,0.00147807521760552,0.0045984562325505,0.00886845130563311,0.000656922318935786,0,0.000821152898669732,0,0.000985383478403679,0.000821152898669732,0.00147807521760552,0.000656922318935786,0.000492691739201839,0,0.000821152898669732,0.000328461159467893,0.000164230579733946,0,0.00180653637707341,0.00164230579733946,0.000164230579733946,0,0.000328461159467893,0.000164230579733946,0.000656922318935786,0,32,35,9,0,43,12,1,3,2,23,45,0.00525537855148629,0.00574807029068813,0.00147807521760552,0,0.0070619149285597,0.00197076695680736,0.000164230579733946,0.000492691739201839,0.000328461159467893,0.00377730333388077,0.00739037608802759,6089,5388,6016,12.0094272134234,0.0164230579733946,0.00131384463787157,6089,1,1,1
"2017-03-01","Armenia",13,4,144,15,71,1,0,93,45,15,1,16,24,6,10,5,1,6,16,68,1,1,3,8,10,3,10,14,0,1,7,2,2,3,23,8,4,0,1,4,2,1,0.00180681028492008,0.000555941626129256,0.0200138985406532,0.00208478109798471,0.0098679638637943,0.000138985406532314,0,0.0129256428075052,0.00625434329395414,0.00208478109798471,0.000138985406532314,0.00222376650451703,0.00333564975677554,0.000833912439193885,0.00138985406532314,0.000694927032661571,0.000138985406532314,0.000833912439193885,0.00222376650451703,0.00945100764419736,0.000138985406532314,0.000138985406532314,0.000416956219596942,0.00111188325225851,0.00138985406532314,0.000416956219596942,0.00138985406532314,0.0019457956914524,0,0.000138985406532314,0.000972897845726199,0.000277970813064628,0.000277970813064628,0.000416956219596942,0.00319666435024322,0.00111188325225851,0.000555941626129256,0,0.000138985406532314,0.000555941626129256,0.000277970813064628,0.000138985406532314,44,49,16,0,55,10,3,1,9,16,47,0.00611535788742182,0.00681028492008339,0.00222376650451703,0,0.00764419735927728,0.00138985406532314,0.000416956219596942,0.000138985406532314,0.00125086865879083,0.00222376650451703,0.00653231410701876,7195,6413,7087,11.5783282115814,0.019041000694927,0.00152883947185546,7195,1,1,1
"2017-04-01","Armenia",7,5,268,49,42,2,0,79,70,14,0,9,26,4,14,10,0,10,24,84,1,0,2,2,3,6,12,6,0,0,9,3,2,2,7,19,12,2,2,1,0,1,0.00110987791342952,0.000792769938163945,0.0424924686855874,0.00776914539400666,0.00665926748057714,0.000317107975265578,0,0.0125257650229903,0.0110987791342952,0.00221975582685905,0,0.0014269858886951,0.00412240367845251,0.000634215950531156,0.00221975582685905,0.00158553987632789,0,0.00158553987632789,0.00380529570318694,0.0133185349611543,0.000158553987632789,0,0.000317107975265578,0.000317107975265578,0.000475661962898367,0.000951323925796734,0.00190264785159347,0.000951323925796734,0,0,0.0014269858886951,0.000475661962898367,0.000317107975265578,0.000317107975265578,0.00110987791342952,0.00301252576502299,0.00190264785159347,0.000317107975265578,0.000317107975265578,0.000158553987632789,0,0.000158553987632789,30,18,12,0,71,14,2,1,7,15,51,0.00475661962898367,0.0028539717773902,0.00190264785159347,0,0.011257333121928,0.00221975582685905,0.000317107975265578,0.000158553987632789,0.00110987791342952,0.00237830981449183,0.00808625336927224,6307,5395,6215,12.4754653407528,0.0171238306643412,0.00190264785159347,6307,1,1,1
"2017-05-01","Armenia",18,3,152,20,47,0,0,52,48,20,4,27,22,4,9,25,5,13,31,74,2,1,2,1,1,4,7,3,3,2,7,2,1,2,18,11,8,0,2,0,2,3,0.00269824614000899,0.000449707690001499,0.0227851896267426,0.00299805126667666,0.00704542047669015,0,0,0.00779493329335932,0.00719532304002398,0.00299805126667666,0.000599610253335332,0.00404736921001349,0.00329785639334433,0.000599610253335332,0.0013491230700045,0.00374756408334583,0.000749512816669165,0.00194873332333983,0.00464697946334882,0.0110927896867036,0.000299805126667666,0.000149902563333833,0.000299805126667666,0.000149902563333833,0.000149902563333833,0.000599610253335332,0.00104931794333683,0.000449707690001499,0.000449707690001499,0.000299805126667666,0.00104931794333683,0.000299805126667666,0.000149902563333833,0.000299805126667666,0.00269824614000899,0.00164892819667216,0.00119922050667066,0,0.000299805126667666,0,0.000299805126667666,0.000449707690001499,47,41,18,0,75,17,8,2,8,20,62,0.00704542047669015,0.00614600509668715,0.00269824614000899,0,0.0112426922500375,0.00254834357667516,0.00119922050667066,0.000299805126667666,0.00119922050667066,0.00299805126667666,0.00929395892669765,6671,5830,6589,14.3676349537106,0.0149902563333833,0.0022485384500075,6671,1,1,1
"2017-06-01","Armenia",15,2,29,0,48,2,0,63,62,15,1,7,23,5,9,8,0,3,22,37,2,1,1,0,2,5,10,6,3,0,6,0,0,3,9,6,2,1,1,0,3,0,0.0026988125224901,0.000359841669665347,0.00521770421014753,0,0.00863620007196833,0.000359841669665347,0,0.0113350125944584,0.0111550917596258,0.0026988125224901,0.000179920834832674,0.00125944584382872,0.00413817920115149,0.000899604174163368,0.00161928751349406,0.00143936667866139,0,0.000539762504498021,0.00395825836631882,0.00665707088880892,0.000359841669665347,0.000179920834832674,0.000179920834832674,0,0.000359841669665347,0.000899604174163368,0.00179920834832674,0.00107952500899604,0.000539762504498021,0,0.00107952500899604,0,0,0.000539762504498021,0.00161928751349406,0.00107952500899604,0.000359841669665347,0.000179920834832674,0.000179920834832674,0,0.000539762504498021,0,34,42,14,0,73,11,8,1,8,18,48,0.0061173083843109,0.00755667506297229,0.00251889168765743,0,0.0131342209427852,0.00197912918315941,0.00143936667866139,0.000179920834832674,0.00143936667866139,0.00323857502698813,0.00863620007196833,5558,4973,5497,11.6052838953692,0.0154731917956099,0.00287873335732278,5558,1,1,1
"2017-07-01","Armenia",7,2,37,3,55,2,0,44,51,17,0,7,27,4,7,5,0,4,13,31,6,2,3,1,4,5,7,7,2,0,5,2,0,0,14,19,6,2,2,1,5,1,0.00129894228984969,0.000371126368528484,0.00686583781777695,0.000556689552792726,0.0102059751345333,0.000371126368528484,0,0.00816478010762665,0.00946372239747634,0.00315457413249211,0,0.00129894228984969,0.00501020597513453,0.000742252737056968,0.00129894228984969,0.00092781592132121,0,0.000742252737056968,0.00241232139543515,0.0057524587121915,0.00111337910558545,0.000371126368528484,0.000556689552792726,0.000185563184264242,0.000742252737056968,0.00092781592132121,0.00129894228984969,0.00129894228984969,0.000371126368528484,0,0.00092781592132121,0.000371126368528484,0,0,0.00259788457969939,0.0035257005010206,0.00111337910558545,0.000371126368528484,0.000371126368528484,0.000185563184264242,0.00092781592132121,0.000185563184264242,32,28,5,0,72,23,6,2,4,19,63,0.00593802189645574,0.00519576915939878,0.00092781592132121,0,0.0133605492670254,0.00426795323807757,0.00111337910558545,0.000371126368528484,0.000742252737056968,0.0035257005010206,0.0116904806086472,5389,4838,5295,11.139839304745,0.0213397661903878,0.00296901094822787,5389,1,1,1
"2017-08-01","Armenia",3,6,9,3,29,1,0,95,32,3,1,8,14,0,7,6,0,2,11,50,2,0,3,0,3,2,10,7,1,0,6,1,3,2,14,10,8,0,2,1,3,4,0.000648228176318064,0.00129645635263613,0.00194468452895419,0.000648228176318064,0.00626620570440795,0.000216076058772688,0,0.0205272255834054,0.00691443388072602,0.000648228176318064,0.000216076058772688,0.0017286084701815,0.00302506482281763,0,0.00151253241140882,0.00129645635263613,0,0.000432152117545376,0.00237683664649957,0.0108038029386344,0.000432152117545376,0,0.000648228176318064,0,0.000648228176318064,0.000432152117545376,0.00216076058772688,0.00151253241140882,0.000216076058772688,0,0.00129645635263613,0.000216076058772688,0.000648228176318064,0.000432152117545376,0.00302506482281763,0.00216076058772688,0.0017286084701815,0,0.000432152117545376,0.000216076058772688,0.000648228176318064,0.000864304235090752,37,23,9,0,56,19,1,1,7,39,70,0.00799481417458946,0.00496974935177182,0.00194468452895419,0,0.0121002592912705,0.00410544511668107,0.000216076058772688,0.000216076058772688,0.00151253241140882,0.00842696629213483,0.0151253241140882,4628,4100,4546,11.3493446415361,0.020743301642178,0.00216076058772688,4628,1,1,1
"2017-09-01","Armenia",8,1,34,5,89,0,0,82,40,29,2,7,26,5,7,5,0,3,14,28,4,1,3,0,3,6,14,10,1,0,7,2,5,2,38,14,7,2,2,3,5,0,0.00137056707212609,0.000171320884015762,0.00582491005653589,0.000856604420078808,0.0152475586774028,0,0,0.0140483124892924,0.00685283536063046,0.00496830563645708,0.000342641768031523,0.00119924618811033,0.0044543429844098,0.000856604420078808,0.00119924618811033,0.000856604420078808,0,0.000513962652047285,0.00239849237622066,0.00479698475244132,0.000685283536063046,0.000171320884015762,0.000513962652047285,0,0.000513962652047285,0.00102792530409457,0.00239849237622066,0.00171320884015762,0.000171320884015762,0,0.00119924618811033,0.000342641768031523,0.000856604420078808,0.000342641768031523,0.00651019359259894,0.00239849237622066,0.00119924618811033,0.000342641768031523,0.000342641768031523,0.000513962652047285,0.000856604420078808,0,30,43,12,0,53,23,4,0,12,35,60,0.00513962652047285,0.00736679801267775,0.00205585060818914,0,0.00908000685283536,0.00394038033236252,0.000685283536063046,0,0.00205585060818914,0.00599623094055165,0.0102792530409457,5837,5195,5708,10.697714759232,0.0250128490663012,0.00308377591228371,5837,1,1,1
"2017-10-01","Armenia",11,6,59,1,66,1,0,55,41,20,3,3,35,2,6,7,1,3,24,31,8,2,3,0,3,4,12,7,2,1,9,3,1,2,30,10,9,0,0,3,11,3,0.0017276582377886,0.00094235903879378,0.00926653054813884,0.000157059839798963,0.0103659494267316,0.000157059839798963,0,0.00863829118894299,0.0064394534317575,0.00314119679597927,0.00047117951939689,0.00047117951939689,0.00549709439296372,0.000314119679597927,0.00094235903879378,0.00109941887859274,0.000157059839798963,0.00047117951939689,0.00376943615517512,0.00486885503376787,0.00125647871839171,0.000314119679597927,0.00047117951939689,0,0.00047117951939689,0.000628239359195854,0.00188471807758756,0.00109941887859274,0.000314119679597927,0.000157059839798963,0.00141353855819067,0.00047117951939689,0.000157059839798963,0.000314119679597927,0.0047117951939689,0.00157059839798963,0.00141353855819067,0,0,0.00047117951939689,0.0017276582377886,0.00047117951939689,42,39,16,0,67,62,5,1,8,19,84,0.00659651327155646,0.00612533375215957,0.00251295743678341,0,0.0105230092665305,0.00973771006753573,0.000785299198994817,0.000157059839798963,0.00125647871839171,0.0029841369561803,0.0131930265431129,6367,5667,6244,11.2255407417555,0.0224595570912518,0.00345531647557719,6367,1,1,1
"2017-11-01","Armenia",8,8,58,3,76,1,0,55,62,32,0,3,33,6,22,7,0,2,14,27,4,2,2,0,4,1,21,8,0,0,7,1,4,1,26,18,8,2,3,4,1,3,0.00132758048456688,0.00132758048456688,0.00962495851310986,0.000497842681712579,0.0126120146033853,0.00016594756057086,0,0.00912711583139728,0.0102887487553933,0.00531032193826751,0,0.000497842681712579,0.00547626949883837,0.000995685363425158,0.00365084633255891,0.00116163292399602,0,0.000331895121141719,0.00232326584799203,0.00448058413541321,0.000663790242283438,0.000331895121141719,0.000331895121141719,0,0.000663790242283438,0.00016594756057086,0.00348489877198805,0.00132758048456688,0,0,0.00116163292399602,0.00016594756057086,0.000663790242283438,0.00016594756057086,0.00431463657484235,0.00298705609027547,0.00132758048456688,0.000331895121141719,0.000497842681712579,0.000663790242283438,0.00016594756057086,0.000497842681712579,32,54,18,1,73,59,1,0,13,20,71,0.00531032193826751,0.00896116827082642,0.00298705609027547,0.00016594756057086,0.0121141719216728,0.00979090607368072,0.00016594756057086,0,0.00215731828742118,0.00331895121141719,0.011782276800531,6026,5297,5906,11.6636804675616,0.022402920677066,0.00365084633255891,6026,1,1,1
"2017-12-01","Armenia",9,5,41,1,33,1,0,48,37,24,2,8,16,3,10,6,2,2,14,11,2,0,3,1,0,4,15,8,2,1,5,0,4,1,10,9,2,0,1,2,1,2,0.0014985014985015,0.000832500832500833,0.00682650682650683,0.000166500166500167,0.00549450549450549,0.000166500166500167,0,0.00799200799200799,0.00616050616050616,0.003996003996004,0.000333000333000333,0.00133200133200133,0.00266400266400266,0.0004995004995005,0.00166500166500167,0.000999000999000999,0.000333000333000333,0.000333000333000333,0.00233100233100233,0.00183150183150183,0.000333000333000333,0,0.0004995004995005,0.000166500166500167,0,0.000666000666000666,0.0024975024975025,0.00133200133200133,0.000333000333000333,0.000166500166500167,0.000832500832500833,0,0.000666000666000666,0.000166500166500167,0.00166500166500167,0.0014985014985015,0.000333000333000333,0,0.000166500166500167,0.000333000333000333,0.000166500166500167,0.000333000333000333,35,33,12,0,65,49,1,1,8,29,59,0.00582750582750583,0.00549450549450549,0.001998001998002,0,0.0108225108225108,0.00815850815850816,0.000166500166500167,0.000166500166500167,0.00133200133200133,0.00482850482850483,0.00982350982350982,6006,5457,5933,11.2120678470703,0.0148185148185148,0.00166500166500167,6006,1,1,1
"2018-01-01","Armenia",12,1,44,6,55,0,0,63,39,19,2,2,14,7,13,6,1,2,21,22,0,0,0,0,1,5,6,0,0,0,9,1,2,0,9,15,7,1,2,1,0,2,0.0021291696238467,0.000177430801987225,0.0078069552874379,0.00106458481192335,0.00975869410929737,0,0,0.0111781405251952,0.00691980127750177,0.00337118523775727,0.00035486160397445,0.00035486160397445,0.00248403122782115,0.00124201561391057,0.00230660042583392,0.00106458481192335,0.000177430801987225,0.00035486160397445,0.00372604684173172,0.00390347764371895,0,0,0,0,0.000177430801987225,0.000887154009936125,0.00106458481192335,0,0,0,0.00159687721788502,0.000177430801987225,0.00035486160397445,0,0.00159687721788502,0.00266146202980837,0.00124201561391057,0.000177430801987225,0.00035486160397445,0.000177430801987225,0,0.00035486160397445,32,32,18,0,68,31,2,1,1,41,57,0.0056777856635912,0.0056777856635912,0.00319375443577005,0,0.0120652945351313,0.00550035486160397,0.00035486160397445,0.000177430801987225,0.000177430801987225,0.00727466288147622,0.0101135557132718,5636,5042,5575,10.7522511764417,0.0133073101490419,0.00159687721788502,5636,1,1,1
"2018-02-01","Armenia",9,13,71,10,67,0,0,48,62,25,0,5,26,3,9,8,1,9,22,33,1,0,2,1,0,3,9,5,2,1,4,1,2,3,18,12,4,1,0,1,6,0,0.00147251308900524,0.00212696335078534,0.0116164921465969,0.00163612565445026,0.0109620418848168,0,0,0.00785340314136126,0.0101439790575916,0.00409031413612565,0,0.000818062827225131,0.00425392670157068,0.000490837696335079,0.00147251308900524,0.00130890052356021,0.000163612565445026,0.00147251308900524,0.00359947643979058,0.00539921465968586,0.000163612565445026,0,0.000327225130890052,0.000163612565445026,0,0.000490837696335079,0.00147251308900524,0.000818062827225131,0.000327225130890052,0.000163612565445026,0.000654450261780105,0.000163612565445026,0.000327225130890052,0.000490837696335079,0.00294502617801047,0.00196335078534031,0.000654450261780105,0.000163612565445026,0,0.000163612565445026,0.000981675392670157,0,35,47,13,0,74,25,4,0,16,27,48,0.00572643979057592,0.00768979057591623,0.00212696335078534,0,0.0121073298429319,0.00409031413612565,0.000654450261780105,0,0.00261780104712042,0.00441753926701571,0.00785340314136126,6112,5429,6036,12.695417530977,0.0168520942408377,0.00229057591623037,6112,1,1,1
"2018-03-01","Armenia",21,2,101,2,43,3,0,96,46,27,1,8,30,4,12,5,1,2,15,25,7,1,7,0,4,7,24,7,1,0,12,1,3,7,11,14,5,1,6,0,3,2,0.003096888364548,0.000294941749004572,0.0148945583247309,0.000294941749004572,0.00634124760359829,0.000442412623506857,0,0.0141572039522194,0.00678366022710515,0.00398171361156172,0.000147470874502286,0.00117976699601829,0.00442412623506857,0.000589883498009143,0.00176965049402743,0.000737354372511429,0.000147470874502286,0.000294941749004572,0.00221206311753429,0.00368677186255714,0.001032296121516,0.000147470874502286,0.001032296121516,0,0.000589883498009143,0.001032296121516,0.00353930098805486,0.001032296121516,0.000147470874502286,0,0.00176965049402743,0.000147470874502286,0.000442412623506857,0.001032296121516,0.00162217961952514,0.002064592243032,0.000737354372511429,0.000147470874502286,0.000884825247013715,0,0.000442412623506857,0.000294941749004572,33,32,15,1,79,36,2,1,7,30,68,0.00486653885857543,0.00471906798407315,0.00221206311753429,0.000147470874502286,0.0116501990856806,0.00530895148208229,0.000294941749004572,0.000147470874502286,0.001032296121516,0.00442412623506857,0.0100280194661554,6781,6059,6658,11.222495417443,0.0202035098068132,0.00280194661554343,6781,1,1,1
"2018-04-01","Armenia",65,11,145,10,177,6,1,49,54,17,1,39,29,22,166,66,3,26,19,86,1,1,9,2,6,2,26,10,0,1,7,1,5,6,10,4,10,0,2,1,8,1,0.00751966682091624,0.00127255900046275,0.0167746413697362,0.0011568718186025,0.0204766311892642,0.000694123091161499,0.00011568718186025,0.00566867191115224,0.00624710782045349,0.00196668209162425,0.00011568718186025,0.00451180009254975,0.00335492827394725,0.0025451180009255,0.0192040721888015,0.00763535400277649,0.00034706154558075,0.0030078667283665,0.00219805645534475,0.00994909763998149,0.00011568718186025,0.00011568718186025,0.00104118463674225,0.0002313743637205,0.000694123091161499,0.0002313743637205,0.0030078667283665,0.0011568718186025,0,0.00011568718186025,0.000809810273021749,0.00011568718186025,0.000578435909301249,0.000694123091161499,0.0011568718186025,0.000462748727441,0.0011568718186025,0,0.0002313743637205,0.00011568718186025,0.000925497454881999,0.00011568718186025,99,67,8,0,62,28,7,5,13,29,80,0.0114530310041647,0.00775104118463674,0.000925497454881999,0,0.00717260527533549,0.003239241092087,0.000809810273021749,0.000578435909301249,0.00150393336418325,0.00335492827394725,0.00925497454881999,8644,7284,8531,18.4634078757031,0.0153863951874132,0.00242943081906525,8644,1,1,1
